images ,Labels ,Root,Leaf,Flower ,seed,Fruit,Stem,gonorrhea,wound,Eye disease,Anti-cancer,Anti-Oxidant,abdominal pain,Lung disease,common Cold,Snakebite,stomachache,influenza
damakesie_11,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_12,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_13,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_14,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_15,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_16,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_17,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_18,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_19,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_20,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_21,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_22,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_23,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_24,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_25,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_26,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_27,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_28,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_29,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_30,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_31,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_32,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_33,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_34,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_35,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_36,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_37,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_38,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_39,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_40,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_41,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_42,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_43,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_44,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_45,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_46,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_47,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_48,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_49,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_50,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_51,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_52,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_53,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_54,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_55,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_56,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_57,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_58,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_59,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_60,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_61,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_62,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_63,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_64,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_65,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_66,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_67,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_68,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_69,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_70,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_71,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_72,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_73,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_74,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_75,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_76,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_77,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_78,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_79,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_80,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_81,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_82,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_83,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_84,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_85,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_86,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_87,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_88,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_89,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_90,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_91,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_92,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_93,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_94,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_95,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_96,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_97,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_98,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_99,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_100,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_101,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_102,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_103,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_104,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_105,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_106,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_107,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_108,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_109,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_110,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_111,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_112,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_113,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_114,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_115,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_116,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_117,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_118,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_119,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_120,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_121,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_122,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_123,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_124,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_125,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_126,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_127,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_128,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_129,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_130,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_131,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_132,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_133,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_134,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_135,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_136,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_137,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_138,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_139,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_140,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_141,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_142,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_143,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_144,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_145,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_146,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_147,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_148,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_149,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_150,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_151,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_152,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_153,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_154,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_155,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_156,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_157,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_158,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_159,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_160,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_161,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_162,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_163,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_164,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_165,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_166,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_167,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_168,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_169,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_170,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_171,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_172,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_173,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_174,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_175,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_176,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_177,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_178,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_179,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_180,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_181,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_182,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_183,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_184,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_185,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_186,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_187,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_188,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_189,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_190,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_191,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_192,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_193,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_194,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_195,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_196,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_197,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_198,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_199,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_200,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_201,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_202,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_203,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_204,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_205,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_206,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_207,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_208,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_209,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_210,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_211,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_212,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_213,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_214,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_215,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_216,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_217,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_218,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_219,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_220,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_221,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_222,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_223,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_224,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_225,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_226,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
damakesie_227,"['leaf','friut','seed','stem','abdominal pain']",0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
